19175,20150922,17033827            ,100015695      ,OMEPRAZOL 20 MG 14 CAPSULAS MK                              ,0000012,0000004465,0000004907,00000,9.01    ,7702057079482,G81  ,0000000000,9.01    ,CJ  ,2,02                                              
19175,20150922,17033827            ,100007942      ,PROPANOLOL 40 MG 20 TABLETAS MK                             ,0000003,0000005417,0000005697,00000,4.91    ,7702057075279,G81  ,0000000000,4.91    ,CJ  ,2,02                                              
19175,20150922,17033827            ,200003032      ,TALCO YODORA 60 GR                                          ,0000004,0000002757,0000002757,00000,0       ,7702057081027,G81  ,0000000000,0       ,UN  ,2,02                                              
19175,20150922,17033827            ,100000449      ,TRAVAD ORAL LIMON 133 ML                                    ,0000002,0000012714,0000013223,00000,3.85    ,7707141366165,G81  ,0000000000,3.85    ,FCO ,2,02                                              
19175,20150922,17033827            ,100006610      ,TRIMEBUTINA 200 MG 30 TABLETAS MK                           ,0000003,0000010123,0000011142,00000,9.15    ,7702057075903,G81  ,0000000000,9.15    ,CJ  ,2,02                                              
19175,20150922,17033827            ,100005999      ,VERAPAMILO 120 MG 30 TABLETAS MK                            ,0000004,0000004426,0000004651,00000,4.83    ,7702057076153,G81  ,0000000000,4.83    ,CJ  ,2,02                                              
19175,20150922,17033827            ,100019857      ,VITAMINA VITA C+ZINC NAR MAST 100 TBS MK                    ,0000001,0000021384,0000042810,00.16,50.05   ,7702057700447,G81  ,0000000000,50.05   ,CJ  ,2,01                                              
19175,20150922,17033827            ,200022165      ,DTE REXONA MINIROL MUJER BAMBOO 30 GR M                     ,0000004,0000001619,0000001747,00.16,7.34    ,78924222     ,G94  ,0000000000,7.34    ,UN  ,2,01                                              
19175,20150922,17033827            ,100000352      ,FLAGYL NISTATINA 500 MG 10 OVULOS                           ,0000001,0000028668,0000029671,00000,3.38    ,7591044403177,E23  ,0000000000,3.38    ,UN  ,2,02                                              
19175,20150922,17033827            ,100006231      ,FLUIMUCIL JARABE 75 ML                                      ,0000004,0000013733,0000013733,00000,0       ,7703445030122,H27  ,0000000000,0       ,FCO ,2,02                                              
19175,20150922,17033827            ,770003316      ,OBSEQUIO ZAMBON FLUIMUCIL JARABE 75 ML                      ,0000002,0000000000,0000000000,00000,0       ,7703445030122,H27  ,0000000000,0       ,UN  ,2,02
