19175,20160705,18411739            ,100022232      ,ENSURE ADVANCE LIQ.VAINILLA 237 ML 8 OZ                     ,0000004,0000006808,0000006808,00000,0       ,7703186030276,A05  ,0000000000,0       ,FCO ,2,02                                                
19175,20160705,18411739            ,100010393      ,SIMILAC 400 GR ADV 1 IQ                                     ,0000003,0000035422,0000037287,00000,5       ,5391523050029,A05  ,0000000000,5       ,TAR ,2,02                                              
19175,20160705,18411739            ,100017626      ,SIMILAC IQ SENSITIVE 375 GR SIN LACTOSA                     ,0000001,0000038643,0000040676,00000,5       ,8427030003238,A05  ,0000000000,5       ,TAR ,2,02                                              
19175,20160705,18411739            ,100018270      ,SIMILAC TOTAL COMFORT 360 GR                                ,0000001,0000038965,0000041015,00000,5       ,8427030003733,A05  ,0000000000,5       ,TAR ,2,03                                              
19175,20160705,18411739            ,200004605      ,SOLUCION LACTATO RINGER 500ML ARB2323                       ,0000004,0000001782,0000001782,00000,0       ,7707141349359,A49  ,0000000000,0       ,UN  ,2,02                                              
19175,20160705,18411739            ,200004610      ,SUERO FISIOLOGICO CLOR.SODIO 500 ML 1323                    ,0000006,0000001782,0000001782,00000,0       ,7707141349304,A49  ,0000000000,0       ,UN  ,2,02                                              
19175,20160705,18411739            ,100021940      ,APRONAX 550 MG 60TBS+APR.275MG 24TBS P.E                    ,0000001,0000110391,0000113691,00000,2.9     ,7702123008415,A50  ,0000000000,2.9     ,OFE ,2,02                                              
19175,20160705,18411739            ,100005515      ,CORICIDIN GOTAS PEDIATRICAS 30 ML                           ,0000001,0000026587,0000027389,00000,2.93    ,7702502214505,A50  ,0000000000,2.93    ,FCO ,2,02                                              
19175,20160705,18411739            ,200018602      ,GEL AFEITAR NIVEA FOR MEN EXT COMF.200ML                    ,0000001,0000013829,0000013829,00.16,0       ,7890704817515,A53  ,0000000000,0       ,UN  ,2,01                                              
19175,20160705,18411739            ,200030837      ,REPELEN.STAY OFF SPR.ADUL.120+ROL.40 S.O                    ,0000001,0000011238,0000011238,00000,0       ,7702277033264,A54  ,0000000000,0       ,OFE ,2,02                                              
19175,20160705,18411739            ,100013347      ,ASTHALIN HFA 100MCG AER.BUC.200 DOSIS(RF                    ,0000001,0000004426,0000005165,00000,14.31   ,8901117010741,A66  ,0000000000,14.31   ,CJ  ,2,02                                              
19175,20160705,18411739            ,100007750      ,BUSCAPINA 20 TABLETAS                                       ,0000001,0000016170,0000016817,00000,3.85    ,7703381001040,A69  ,0000000000,3.85    ,CJ  ,2,02                                              
19175,20160705,18411739            ,100013901      ,BUSCAPINA FEM 90 TABLETAS (A) (T)                           ,0000001,0000074936,0000080181,00000,6.54    ,7703381002313,A69  ,0000000000,6.54    ,CJ  ,2,02                                              
19175,20160705,18411739            ,100000923      ,BUSCAPINA NF COMPOSITUM 20 TABLETAS                         ,0000001,0000017140,0000017998,00000,4.77    ,7703381000982,A69  ,0000000000,4.77    ,CJ  ,2,02                                              
19175,20160705,18411739            ,100010301      ,ISODINE BUCOFARINGEO 60 ML                                  ,0000003,0000007139,0000007638,00000,6.54    ,7703381002382,A69  ,0000000000,6.54    ,FCO ,2,02                                              
19175,20160705,18411739            ,100014822      ,HIOSCINA N-BUTIL BROMURO 10 MG 20 TBS RC                    ,0000002,0000006961,0000006961,00000,0       ,7702195076510,A72  ,0000000000,0       ,CJ  ,2,02                                              
19175,20160705,18411739            ,100013717      ,LASS PEDIATRICO 50 SUPOSITORIOS                             ,0000001,0000022637,0000024606,00000,8       ,7702195115134,A72  ,0000000000,8       ,CJ  ,2,02                                              
19175,20160705,18411739            ,100009114      ,PLASIL JARABE 100 ML                                        ,0000001,0000010848,0000010848,00000,0       ,7891058059736,A72  ,0000000000,0       ,FCO ,2,02                                              
19175,20160705,18411739            ,100001165      ,SULFAPLATA 1% CREMA 30 GR                                   ,0000001,0000012172,0000013230,00000,8       ,77011626     ,A72  ,0000000000,8       ,UN  ,2,02                                              
19175,20160705,18411739            ,100018074      ,DUOPAS 400/20 MG 10 CAP BLAN.DE GELATINA                    ,0000001,0000022826,0000028033,00000,18.57   ,7703889155375,A94  ,0000000000,18.57   ,CJ  ,2,02                                              
19175,20160705,18411739            ,100001337      ,TRIGENTAX CREMA 20 GR                                       ,0000001,0000012829,0000015755,00000,18.57   ,7703889000552,A94  ,0000000000,18.57   ,TBO ,2,02                                              
19175,20160705,18411739            ,100001338      ,TRIGENTAX CREMA 40 GR                                       ,0000001,0000019407,0000023835,00000,18.58   ,7703889000569,A94  ,0000000000,18.58   ,TBO ,2,02                                              
19175,20160705,18411739            ,200033166      ,ENJUAGUE COLGATE PLAX ICE 250+TRI.ACC.50                    ,0000002,0000006169,0000006169,00.16,0       ,7702010660511,B09  ,0000000000,0       ,OFE ,2,01                                              
19175,20160705,18411739            ,200019030      ,ENJUAGUE COLGATE PLAX ICE 60 ML                             ,0000003,0000001177,0000001177,00.16,0       ,7891024136089,B09  ,0000000000,0       ,UN  ,2,01                                              
19175,20160705,18411739            ,200028762      ,PAN.HUGGIES ACTIVE SEC ET.3 GDE 50 UDS                      ,0000001,0000022274,0000024777,00.16,10.1    ,7702425801561,B14  ,0000000000,10.1    ,PAQ ,2,01                                              
19175,20160705,18411739            ,200014739      ,LIMA METALICA CON PATACABRA ZAFHIR                          ,0000002,0000000775,0000000956,00.16,18.99   ,7702313546338,B71  ,0000000000,18.99   ,UN  ,2,01                                              
19175,20160705,18411739            ,100015384      ,FITOSTIMOLINE GEL 15 GR (T)                                 ,0000001,0000044525,0000044525,00000,0       ,7704232000946,C15  ,0000000000,0       ,TBO ,2,02                                              
19175,20160705,18411739            ,100017323      ,BLEMIL PLUS 1 ARROZ 400 GRAMOS                              ,0000001,0000043195,0000047995,00000,10      ,8426594257132,J80  ,0000000000,10      ,TAR ,2,02                                              
19175,20160705,18411739            ,100006052      ,CALADRYL LOCION 100 ML                                      ,0000001,0000013728,0000020338,00000,32.5    ,77014542     ,C77  ,0000000000,32.5    ,UN  ,2,02                                              
